"idtournament","name","town","long_name","date_start","date_end","tour_count","tour_questions","tour_ques_per_tour","questions_total","type_name","main_payment_value","discounted_payment_value","discounted_payment_reason","date_requests_allowed_to","comment","site_url","main_payment_currency","discounted_payment_currency"
"3636","Чемпионат Санкт-Петербурга. Высшая лига","Санкт-Петербург","Чемпионат СПб. Высшая лига","2015-10-04 00:00:00","2015-11-01 00:00:00","1","1","","1","Обычный","0","0","","","","",NA,NA
"3228","Играй для жизни","","Благотворительный синхронный турнир ""Играй для Жизни""","2015-09-25 16:00:00","2015-09-29 14:00:00","3","15","","45","Синхрон","0","0","","2015-09-25","","http://chgk43.ru",NA,NA
"3439","Зеркало Кубка Евразии","","Синхронный турнир по спортивному «Что? Где? Когда?» «Зеркало Кубка Евразии»","2015-09-18 19:00:00","2015-09-22 19:00:00","3","15","","45","Синхрон","6","0","от взноса освобождаются школьные команды","2015-09-17","","https://goo.gl/qyH6Ue",NA,NA
"3384","Киевские кручи. Сентябрь","","Международный синхронный турнир ""Киевские кручи. Сентябрь""","2015-09-18 18:30:00","2015-09-22 18:30:00","3","14","","42","Синхрон","8","4","с молодежных команд - 4 доллара, школьные команды играют бесплатно","2015-09-18","","http://kiev-kru-chgk.livejournal.com/",NA,NA
"3200","Знатокиада. Рижские каникулы","Рига","Знатокиада. Всеобщий Открытый турнир по ЧГК ""Рижские каникулы""","2015-08-15 14:30:00","2015-08-16 14:30:00","9","12","","108","Обычный","0","0","","","","",NA,NA
"2987","Гран-при трёх пуантов. Пуант III.","","Гран-при трёх пуантов. Пуант III.","2015-06-26 19:30:00","2015-06-30 19:30:00","3","14","","42","Синхрон","360","0","","2015-06-26","","https://docs.google.com/document/d/1OcKg2IQcnaxje6wc02Gzm-bBajVQfhSJe-3iavGMUzs/edit",NA,NA
"3339","Кубок княгини Ольги","Витебск","XХII Международный турнир по интеллектуальным играм «Кубок княгини Ольги»","2015-06-27 12:00:00","2015-06-28 15:00:00","5","15","","75","Обычный","30","0","","","","https://volha.by/",NA,NA
"3044","Кубок Черноземья","","Кубок Черноземья","2015-06-12 21:00:00","2015-06-16 21:00:00","4","10","","40","Синхрон","8","0","для школьных команд","2015-06-13","","",NA,NA
"3191","Дверь в лето","","Дверь в лето — 2015","2015-05-30 00:05:00","2015-06-02 23:55:00","4","11","","44","Синхрон","360","0","","2015-05-29","","",NA,NA
"3271","Гамбургский счёт. Весна","","Гамбургский счёт 2014-2015. Весна","2015-04-18 13:00:00","2015-04-18 13:00:00","3","15","","45","Строго синхронный","10","0","","2015-04-17","","http://online-fest.livejournal.com/",NA,NA
"2994","Серия MASTERS. Синхрон Матвеева","","Синхронный турнир ""Синхрон Мишеля Матвеева""","2015-03-20 19:00:00","2015-03-24 19:00:00","3","15","","45","Синхрон","8","400","оплата через sinhron.info","2015-03-20","","http://chgk-iskra.nethouse.ru",NA,NA
"2976","Киевские кручи. Март","","Международный синхронный турнир ""Киевские кручи. Март""","2015-03-20 18:00:00","2015-03-24 18:00:00","3","14","","42","Синхрон","8","0","школьные команды играют бесплатно. Молодежные - за 4 доллара. ","2015-03-21","","http://kiev-kru-chgk.livejournal.com/",NA,NA
"2986","Гран-при трёх пуантов. Пуант II.","","Гран-при трёх пуантов. Пуант II.","2015-03-06 18:30:00","2015-03-10 18:30:00","3","14","","42","Синхрон","450","0","","2015-03-06","","https://docs.google.com/document/d/1OcKg2IQcnaxje6wc02Gzm-bBajVQfhSJe-3iavGMUzs/edit",NA,NA
"3007","Открытый Всероссийский синхронный чемпионат. Тур 6","","XII Открытый Всероссийский синхронный чемпионат. Тур 6","2015-02-27 20:00:00","2015-03-02 23:59:00","3","12","","36","Синхрон","1.5","0","0$, если ранее город Представительства не принимал участие в ОВСЧ;    90$ от Представительства за весь Чемпионат.","2015-02-25","","http://ovsch.livejournal.com/",NA,NA
"3195","Дворец творчества ЮМЫ","","""Дворец творчества ЮМЫ"" – Синхронный турнир, посвященный 25-летию команды","2015-02-14 00:05:00","2015-02-17 23:55:00","3","12","","36","Синхрон","300","100","100 руб. - петербургские команды, 200 руб. - команды других городов России","2015-02-10","","",NA,NA
"3115","Гамбургский счёт. Зима","","Онлайн-фестиваль ""Гамбургский счёт 2014-2015. Зима""","2015-02-14 13:00:00","2015-02-14 16:00:00","3","15","","45","Строго синхронный","15","0","","2015-02-14","","http://online-fest.livejournal.com/",NA,NA
"3006","Открытый Всероссийский синхронный чемпионат. Тур 5","","XII Открытый Всероссийский синхронный чемпионат. Тур 5","2015-02-06 20:00:00","2015-02-10 20:00:00","3","12","","36","Синхрон","1.5","0","0$, если ранее город Представительства не принимал участие в ОВСЧ;    90$ от Представительства за весь Чемпионат.","2015-02-08","","http://ovsch.livejournal.com/",NA,NA
"3034","Кубок 359","","Кубок 359","2015-01-30 03:59:00","2015-02-03 00:00:00","3","12","","36","Синхрон","0","0","","2015-01-29","","",NA,NA
"3073","Открытый кубок Зеленограда","Зеленоград","XV Открытый кубок Зеленограда","2015-01-25 12:15:00","2015-01-25 17:40:00","4","15","","60","Обычный","1500","0","Школьные команды","","","https://sites.google.com/site/zelcup/",NA,NA
"2992","Кубок Зелёной Овцы","","Синхронный турнир ""Кубок Зелёной Овцы""","2015-01-09 19:00:00","2015-01-13 19:00:00","3","15","","45","Синхрон","7","0","300 рублей при оплате через сайт sinhron.info рублями","2015-01-16","","http://sinhron.info/",NA,NA
"3132","Фестиваль памяти Сергея Некрасова","Курск","""XVIII открытый международный фестиваль интеллектуальных игр, посвященный памяти Сергея Некрасова"", Курск, 6-7 января 2015 г.","2015-01-06 12:00:00","2015-01-07 15:00:00","7","15","","105","Обычный","1500","900","Команды КРМОО ""Клуб интеллектуальных игр""","","","http://community.livejournal.com/nekrasovfest_09",NA,NA
"2933","Гран-при. 3 этап","","Серия «Гран-при». 3 этап","2014-12-20 00:05:00","2014-12-23 23:55:00","3","15","","45","Синхрон","8","0","","2014-12-19","","",NA,NA
"2990","Серия MASTERS. Cинхрон Ефимова","","синхронный турнир ""Синхрон Сергея Ефимова""","2014-12-19 19:00:00","2014-12-23 19:00:00","3","15","","45","Синхрон","8","0","300 рублей при оплате через сайт sinhron.info","2014-12-19","","http://sinhron.info",NA,NA
"3032","Кубок Ичеришехер. Первый этап","","Кубок Ичеришехер. Первый этап","2014-11-28 20:00:00","2014-12-02 20:00:00","3","12","","36","Синхрон","0","0","","2014-11-26","","",NA,NA
"3003","Открытый Всероссийский синхронный чемпионат. Тур 2","","XII Открытый Всероссийский синхронный чемпионат. Тур 2","2014-10-24 20:00:00","2014-10-27 23:55:00","3","12","","36","Синхрон","1.5","0","0$, если ранее город Представительства не принимал участие в ОВСЧ;    90$ от Представительства за весь Чемпионат.","2014-10-25","","http://ovsch.livejournal.com/",NA,NA
"3047","Чемпионат мира. Финал","Манавгат","Чемпионат мира. Финал","2014-10-04 14:00:00","2014-10-04 14:00:00","4","12","","48","Обычный","0","0","","","","http://worldchamp.chgk.info/",NA,NA
"2958","Чемпионат мира. Отборочный этап","Манавгат","Чемпионат мира. Отборочный этап","2014-10-03 00:00:00","2014-10-03 00:00:00","4","15","","60","Обычный","0","0","","","","http://worldchamp.chgk.info",NA,NA
"2884","Серия MASTERS. Синхрон Николенко","","Синхрон Николенко","2014-09-19 18:00:00","2014-09-23 00:00:00","4","12","","48","Синхрон","8","0","","2014-09-20","","",NA,NA
